09/30/1941_24:00	15767	0	50	182	48	6476	587	2204	7387	5548	77	9018	853	272	123	89	16294	3484	4881	1894	3319	130	506	3339	6865	145	1808	555	387	322	6554	11026	3610	11165	12300	57888	2741	94306	9772	0	633	70953	3191	4632	0	49457	17648	6153	8128	21655	177	0	1764	12632	625	28230	5412	1268	17397	2154	2840	16329	4292	5419	8378	4927	1812	5462	12923	1278	9442	70432	3742	5651	16353	171	115	4037	718	13919	4079	99	6118	2366	391	8605	92	1870	38217	16253	15032	2058	6677	234	3428	2369	33956	4820	18163	2947	1098	9693	7178	6030	3027
09/30/1942_24:00	17422	0	51	186	50	6687	605	2289	7666	5690	79	9365	878	278	127	91	17077	3547	5012	1995	3405	133	533	3452	7204	148	1869	589	391	329	6851	11498	3729	11520	12720	61104	2833	98556	11448	0	646	73878	3481	4828	0	51907	18910	6803	8462	23729	187	0	1882	13410	665	29463	5902	1319	18409	2241	3097	17197	4470	5638	8918	5195	1900	5743	13521	1359	10164	73932	3940	5965	17236	176	120	4291	742	14275	4223	102	6330	2488	408	8925	96	1926	39583	16743	15883	2127	6820	254	3571	2449	34993	5236	19163	3201	1145	10122	7797	6273	3288
09/30/1943_24:00	19078	0	53	189	51	6899	622	2374	7945	5831	81	9712	902	284	130	94	17859	3611	5144	2096	3491	136	560	3564	7542	151	1930	623	396	335	7148	11969	3849	11874	13141	64321	2926	102806	13124	0	659	76802	3770	5025	0	54358	20172	7453	8796	25802	196	0	2000	14188	704	30696	6393	1370	19421	2328	3355	18064	4648	5857	9458	5462	1989	6025	14119	1440	10886	77432	4138	6279	18119	182	125	4544	766	14631	4368	105	6541	2610	424	9246	100	1982	40948	17232	16733	2196	6962	275	3714	2528	36031	5652	20162	3454	1191	10551	8417	6517	3549
09/30/1944_24:00	20733	0	54	193	53	7110	639	2460	8223	5972	83	10059	927	291	134	97	18641	3674	5276	2197	3577	138	587	3677	7881	154	1991	657	400	342	7445	12441	3969	12229	13561	67538	3018	107056	14799	0	672	79727	4060	5222	0	56808	21435	8103	9130	27876	206	0	2118	14966	744	31929	6883	1420	20433	2415	3613	18931	4826	6076	9998	5730	2077	6307	14717	1521	11608	80932	4336	6593	19002	188	130	4797	790	14987	4513	109	6753	2731	441	9566	104	2038	42314	17722	17583	2265	7105	295	3857	2607	37069	6068	21162	3708	1238	10980	9036	6761	3810
09/30/1945_24:00	22389	0	56	197	54	7321	656	2545	8502	6114	86	10406	951	297	138	99	19423	3737	5408	2299	3663	141	614	3789	8220	156	2052	692	405	348	7742	12913	4088	12584	13981	70754	3110	111306	16475	0	684	82651	4349	5418	0	59259	22697	8753	9464	29950	215	0	2236	15744	784	33162	7374	1471	21445	2503	3871	19798	5004	6296	10538	5998	2166	6588	15315	1602	12330	84433	4534	6907	19885	194	135	5051	814	15343	4658	112	6965	2853	457	9887	108	2094	43680	18212	18434	2334	7247	315	4000	2687	38106	6484	22162	3961	1284	11409	9656	7004	4072
09/30/1946_24:00	24044	0	57	200	55	7533	674	2630	8781	6255	88	10753	976	303	141	102	20205	3800	5540	2400	3749	143	641	3902	8558	159	2113	726	410	355	8039	13385	4208	12939	14402	73971	3203	115556	18150	0	697	85576	4639	5615	0	61709	23960	9403	9799	32024	224	0	2354	16522	823	34395	7864	1522	22457	2590	4128	20666	5182	6515	11078	6266	2254	6870	15912	1683	13053	87933	4731	7221	20768	199	140	5304	838	15699	4803	115	7177	2975	474	10207	112	2150	45046	18702	19284	2403	7390	335	4143	2766	39144	6900	23162	4214	1331	11838	10275	7248	4333
09/30/1947_24:00	30494	0	58	196	56	7715	685	2683	9040	6296	89	10975	995	271	144	104	20990	3554	5562	2448	3722	140	654	4291	8661	156	2324	728	369	347	8157	14085	4267	14078	14963	75805	3522	118380	15296	0	687	93015	5633	6125	0	67630	22385	12190	10425	40221	229	0	2735	18261	966	37635	9546	1485	25265	2523	5013	21255	5095	6348	11924	6841	2612	7523	15930	1976	15329	91916	5020	7868	21978	212	158	5853	893	16237	5015	123	7682	3097	542	10799	128	2262	48014	20490	21234	2559	7658	368	4427	2946	40507	7577	23763	4627	1524	12134	11283	7605	4758
09/30/1948_24:00	30407	0	56	203	54	7885	658	2784	9167	6467	86	11399	977	289	138	99	21599	3622	5745	2476	3810	146	661	4354	9145	162	2358	782	374	360	8564	14528	4424	14307	15251	79929	3574	123546	18860	0	710	93421	5683	6205	0	68126	24817	12063	10656	40069	232	0	2706	18366	948	38167	9632	1509	25646	2564	5057	22038	5192	6450	12390	7034	2635	7625	16352	1939	15523	95188	5174	8026	22703	213	159	5963	897	16472	5127	123	7799	3227	542	10939	128	2281	48856	20563	21556	2570	7740	392	4487	2959	41640	8069	24839	4927	1523	12627	12016	7882	5067
09/30/1949_24:00	30349	0	60	209	58	8131	707	2876	9555	6667	92	11839	1032	318	148	107	22446	3808	5899	2671	3940	149	713	4170	9659	166	2258	840	397	369	8994	14693	4589	14385	15622	83197	3423	127864	21578	0	740	95507	5702	6269	0	69937	26743	11949	10679	39954	250	0	2775	19001	968	38646	9665	1596	25987	2714	5075	23019	5479	6828	12816	7188	2624	7789	17188	1980	15649	98552	5343	8250	23483	219	157	6123	923	16839	5252	127	7862	3373	532	11276	126	2340	49460	20393	22070	2645	7842	407	4616	3044	42534	8371	25987	5110	1495	13100	12465	8076	5256
09/30/1950_24:00	30666	0	63	215	61	8378	743	2972	9895	6820	97	12141	1074	329	156	112	23333	4052	6067	2805	4092	154	749	4352	9913	171	2357	862	428	380	9226	15272	4686	14359	16083	86837	3572	132555	24853	0	748	97274	5797	6401	0	71511	29010	12003	11135	40319	262	0	2825	19633	982	39327	9826	1726	26504	2938	5159	24135	5894	7392	13238	7338	2609	7997	18304	2007	15941	101934	5523	8478	24301	222	160	6317	934	17122	5382	128	8023	3463	540	11489	127	2374	50509	20660	22686	2679	7960	416	4714	3083	43294	8564	27161	5228	1517	13554	12753	8223	5378
09/30/1951_24:00	34499	0	60	215	58	8574	701	3018	10007	7030	91	12296	1052	350	147	106	24421	3989	6177	2872	4109	154	767	4154	9942	171	2250	857	415	380	9235	15434	4717	14997	16624	92059	3410	139374	29887	0	740	100249	5713	6573	0	73419	32523	13138	11061	44442	269	0	2909	20539	1010	40924	9685	1770	27089	3013	5085	25238	6049	7580	13458	7422	2538	7886	18819	2065	15880	105924	5673	8297	24437	218	156	6153	918	17076	5507	126	8025	3474	520	11527	123	2345	50688	20287	21972	2632	7922	417	4675	3030	45396	8591	27810	5245	1462	13648	12793	8231	5394
09/30/1952_24:00	35828	0	60	213	58	8818	709	3060	10289	7222	92	12515	1077	365	149	107	25907	4023	6272	3095	4162	153	826	4098	10094	170	2219	867	417	378	9337	15777	4779	16728	17283	97782	3364	146709	34773	0	740	104292	5774	6758	0	76152	35937	13158	11280	45368	290	0	3055	21703	1063	42936	9788	1810	28043	3079	5139	26326	6190	7747	13779	7607	2555	8242	19304	2174	16137	110570	5937	8580	24984	227	158	6361	953	17334	5717	131	8173	3558	527	12019	124	2409	51496	20556	22687	2732	8042	440	4849	3145	48040	9052	28908	5527	1479	14178	13480	8427	5684
09/30/1953_24:00	36593	0	60	218	58	9093	711	3127	10549	7444	93	12704	1096	391	149	107	27605	3940	6455	3420	4172	156	913	4042	10186	174	2189	870	401	387	9394	16121	4825	17261	17942	102429	3318	152969	38396	0	740	106896	5819	6866	0	77758	38583	12926	11566	45573	320	0	3117	22438	1083	44877	9864	1792	28931	3043	5178	27229	6153	7656	14074	7765	2550	8516	19400	2215	16359	115101	6181	8780	25458	219	159	6503	921	17193	5912	127	8283	3629	526	11916	124	2351	52150	20663	23146	2640	8135	447	4831	3039	50302	9207	29651	5622	1477	14349	13710	8491	5781
09/30/1954_24:00	36369	0	62	221	60	9381	732	3186	10875	7677	95	13041	1134	422	153	111	29306	3936	6608	3717	4210	158	992	4116	10559	176	2229	911	397	392	9664	16633	4944	17570	18601	106406	3379	158557	41313	0	740	108566	5826	7119	0	78649	40801	12253	12010	44516	348	0	3125	22984	1082	46699	9877	1808	29710	3069	5185	28243	6222	7720	14342	7897	2521	8735	19730	2212	16498	119554	6411	8927	25884	214	161	6602	902	17130	6097	124	8425	3691	531	11929	125	2317	52919	20907	23467	2586	8209	449	4839	2976	52423	9249	30359	5649	1491	14519	13774	8505	5808
09/30/1955_24:00	37219	0	64	220	62	9645	753	3228	11200	7896	98	13370	1171	447	158	114	31049	3970	6703	4033	4263	158	1077	4191	10916	175	2270	949	398	390	9922	17145	5058	18253	19246	111528	3440	165283	45920	0	748	109870	5847	7132	0	79264	44050	12059	12467	44829	377	0	3111	23474	1072	48554	9913	1852	30517	3142	5203	29344	6374	7904	14597	8016	2481	9096	20240	2192	16669	124206	6676	9213	26434	213	166	6813	895	17140	6308	123	8625	3776	546	12050	129	2305	53929	21409	24215	2566	8331	459	4902	2954	54729	9440	31224	5766	1535	14842	14057	8584	5928
09/30/1956_24:00	37531	0	66	225	64	9983	781	3296	11548	8146	102	13761	1215	484	164	118	32743	4044	6886	4386	4330	161	1171	4004	11392	179	2168	1004	406	398	10269	17320	5204	16990	19961	117121	3286	172477	51177	0	755	112220	5951	7321	0	80687	47695	11625	12595	44457	410	0	3159	24219	1086	50655	10090	1893	31545	3208	5296	30433	6515	8071	14852	8135	2441	9426	20724	2221	17022	128815	6934	9470	26958	210	169	7001	885	17131	6513	122	8787	3856	555	12144	131	2287	54809	21745	24884	2537	8443	470	4953	2921	57095	9678	32162	5912	1559	15245	14412	8684	6077
09/30/1957_24:00	39341	0	72	230	69	10347	841	3364	12004	8400	110	14144	1289	523	176	127	34495	4156	7069	4712	4411	165	1258	4052	11852	183	2194	1056	419	407	10605	17798	5345	16925	20718	122999	3326	179971	56057	0	748	115509	5994	7376	0	82843	51103	11859	13024	45996	441	0	3261	25226	1122	52604	10162	1956	32442	3316	5334	31595	6726	8342	15199	8346	2481	9786	21364	2294	17240	133466	7198	9755	27507	213	173	7212	894	17236	6724	123	8962	3940	566	12408	133	2304	55725	22137	25640	2563	8565	484	5059	2951	59522	9965	33171	6088	1590	15726	14840	8805	6258
09/30/1958_24:00	42251	0	76	225	73	10709	894	3388	12439	8638	116	14465	1357	555	187	135	36042	4190	7105	4947	4464	161	1321	4074	12195	179	2206	1093	420	398	10852	18243	5456	17383	21502	129746	3344	188341	61589	0	763	117702	6032	7524	0	84154	54903	12583	13357	48941	463	0	3299	25980	1133	54523	10228	2035	33309	3451	5369	32808	6985	8682	15612	8623	2579	10200	22107	2315	17448	138193	7476	10095	28105	218	177	7466	916	17416	6945	126	9150	4033	579	12783	137	2345	56689	22583	26549	2625	8705	495	5208	3022	61866	10187	34063	6224	1627	16073	15169	8897	6397
09/30/1959_24:00	44625	0	80	219	77	11090	941	3412	12851	8856	123	14732	1418	580	197	142	37878	4147	7141	5314	4488	157	1419	4123	12435	175	2233	1116	411	388	11021	18721	5540	18216	22357	137310	3384	197505	69125	0	763	119704	6019	7669	0	85308	59933	13068	13812	51201	497	0	3326	26639	1139	56295	10206	2076	34045	3517	5357	33896	7126	8849	15920	8794	2585	10687	22592	2328	17542	143023	7772	10507	28766	220	180	7778	927	17536	7179	127	9322	4138	590	13069	139	2367	57579	22964	27670	2659	8870	502	5342	3060	64130	10343	34838	6320	1656	16287	15402	8961	6495
09/30/1960_24:00	45869	0	81	219	79	11427	956	3457	13156	9070	125	14970	1450	604	200	144	39100	4171	7249	5172	4537	157	1381	5135	12621	174	2781	1131	411	388	11149	20441	5611	19108	23141	143786	4215	205567	76074	0	777	121771	5986	7852	0	86502	64615	13049	15228	52018	484	0	3357	27261	1147	58013	10150	2074	34733	3512	5327	34854	7142	8835	16119	8856	2495	10992	22804	2344	17592	147597	8023	10738	29268	223	183	7945	939	17653	7380	129	9473	4214	596	13351	141	2388	58377	23251	28232	2690	8974	504	5444	3097	66227	10366	35553	6335	1675	16473	15436	8968	6509
09/30/1961_24:00	49108	0	86	226	83	11801	1013	3521	13455	9326	132	15649	1507	642	212	153	41599	4220	7339	5194	4580	162	1387	5511	13392	180	2985	1217	415	400	11690	21210	5854	20487	23926	152278	4524	216073	84760	0	800	125022	5987	8074	0	88811	70455	13230	15851	53679	486	0	3443	28352	1175	60543	10154	2138	35762	3617	5328	35763	7337	9099	16224	8953	2517	11355	23687	2402	17721	151810	8394	11108	29978	238	186	8261	1001	18665	7661	138	9705	4313	605	13937	143	2536	60111	23940	29271	2870	9101	521	5704	3303	67865	10727	36375	6555	1700	16879	15974	9180	6736
