          254        72.55         0.00       334.32         0.00       345.21         0.00       334.22         0.00       101.89
          255        57.76         0.00       279.88         0.00        60.92         0.00        50.00         0.00       635.20
          256        85.92         0.00       355.99         0.00       353.35         0.00       429.64         0.00       149.20
          257       200.81         0.00       161.51         0.00        50.00         0.00        50.00         0.00       278.46
          258       114.80         0.00       353.38         0.00       280.19         0.00       158.74         0.00       327.75
          259        69.14         0.00       318.15         0.00       367.36         0.00      1003.90         0.00        86.84
          260        46.52         0.00       291.71         0.00       393.31         0.00      1136.44         0.00        50.00
          261        45.57         0.00       282.26         0.00       394.60         0.00      1113.34         0.00        50.00
          262        54.02         0.00       302.69         0.00       341.25         0.00       225.46         0.00        77.51
          263        66.71         0.00       328.88         0.00       347.22         0.00       633.83         0.00       110.48
          264       316.63         0.00       258.85         0.00        50.00         0.00        50.00         0.00       354.97
          265       206.50         0.00       377.86         0.00       177.52         0.00       131.72         0.00       227.12
          266       107.26         0.00       342.37         0.00       357.70         0.00       643.92         0.00       268.56
          267        65.56         0.00       267.17         0.00       413.16         0.00       653.00         0.00       289.94
          268        42.34         0.00       266.22         0.00       364.32         0.00      1205.96         0.00       207.19
          269        55.18         0.00       302.61         0.00       324.19         0.00       688.72         0.00       321.56
          270        56.50         0.00       333.67         0.00       316.85         0.00       522.89         0.00       644.60
          271        83.01         0.00       378.85         0.00       296.13         0.00       638.14         0.00        64.23
          272       583.59         0.00       643.23         0.00       134.41         0.00       100.11         0.00        52.44
          273       401.75         0.00       530.07         0.00       195.24         0.00       222.35         0.00        51.44
          274       146.85         0.00       317.86         0.00       313.52         0.00      1296.67         0.00       248.56
          275        39.71         0.00       287.94         0.00       316.95         0.00       920.82         0.00       675.99
          276        39.28         0.00       333.05         0.00       330.23         0.00       855.21         0.00       732.71
          277        52.38         0.00       363.83         0.00       330.43         0.00       623.57         0.00      1132.28
          278        37.86         0.00       311.05         0.00       289.52         0.00       990.71         0.00       324.23
          279        55.98         0.00       364.33         0.00       276.88         0.00       556.50         0.00       337.02
          280        36.17         0.00       318.13         0.00       286.42         0.00       276.27         0.00      1412.22
          281        39.51         0.00       295.40         0.00       258.71         0.00       193.38         0.00      1261.29
          282        48.00         0.00       367.87         0.00       272.17         0.00       491.10         0.00       608.55
          283        70.76         0.00       428.42         0.00       194.95         0.00        50.00         0.00       490.10
          284        80.93         0.00       350.18         0.00       204.60         0.00        50.00         0.00        52.59
          285       129.08         0.00       220.34         0.00        50.00         0.00        50.00         0.00        50.00
          286       861.17         0.00       773.47         0.00        50.00         0.00        50.00         0.00       277.92
          287       802.56         0.00       862.52         0.00       128.55         0.00       247.77         0.00       107.05
          288       236.43         0.00       392.89         0.00       275.52         0.00      1211.84         0.00       138.37
          289        29.64         0.00       359.34         0.00       363.15         0.00       959.02         0.00       534.75
          290        30.01         0.00       380.44         0.00       359.43         0.00       891.84         0.00       830.69
          291        49.75         0.00       363.65         0.00       274.53         0.00       639.20         0.00       992.59
          292        29.45         0.00       274.32         0.00       239.74         0.00       519.05         0.00       925.27
          293        32.66         0.00       235.17         0.00       232.09         0.00       278.57         0.00       993.29
          294        46.26         0.00       380.34         0.00       278.59         0.00       222.65         0.00       648.75
          295        53.28         0.00       463.55         0.00       294.08         0.00       156.34         0.00       464.45
          296        70.95         0.00       418.40         0.00       171.53         0.00        50.00         0.00       176.26
          297       148.32         0.00       285.09         0.00        51.15         0.00        50.00         0.00        50.00
          298       938.85         0.00       861.38         0.00        50.00         0.00        50.00         0.00       229.64
          299       656.57         0.00       648.64         0.00        50.00         0.00        50.00         0.00       227.58
          300       481.38         0.00       627.25         0.00       239.28         0.00       894.85         0.00        50.00
          301        85.02         0.00       410.76         0.00       415.67         0.00       911.15         0.00       693.18
          302        28.20         0.00       388.09         0.00       445.55         0.00       999.79         0.00       754.30
          303        46.73         0.00       388.05         0.00       355.37         0.00       973.41         0.00       739.44
          304        27.41         0.00       304.26         0.00       321.49         0.00       532.80         0.00      1060.20
          305        43.45         0.00       284.49         0.00       306.11         0.00       324.55         0.00       914.23
          306        40.48         0.00       320.86         0.00        76.86         0.00        50.00         0.00       950.14
          307        54.73         0.00       435.03         0.00       335.71         0.00       233.60         0.00       205.96
          308        60.54         0.00       432.28         0.00       165.56         0.00        50.00         0.00       320.18
          309        96.43         0.00       259.94         0.00        50.05         0.00        50.00         0.00        54.23
          310       126.02         0.00       137.29         0.00        50.00         0.00        50.00         0.00        50.00
          311       785.54         0.00       854.09         0.00       161.75         0.00        84.70         0.00        54.21
          312       317.11         0.00       533.94         0.00       326.22         0.00       411.76         0.00       268.09
          313        94.90         0.00       421.36         0.00       449.64         0.00       765.31         0.00       506.52
          314        26.70         0.00       403.50         0.00       458.66         0.00      1247.12         0.00      1088.92
          315        35.67         0.00       355.01         0.00       473.52         0.00       764.99         0.00       993.18
          316        23.17         0.00       296.75         0.00       436.20         0.00       286.51         0.00      1218.09
          317        41.44         0.00       380.18         0.00       396.51         0.00       248.67         0.00       749.42
          318        44.98         0.00       397.09         0.00       381.86         0.00       212.51         0.00       111.61
          319        63.97         0.00       405.85         0.00       180.29         0.00        50.00         0.00       175.65
          320        93.67         0.00       262.27         0.00        50.00         0.00        50.00         0.00        50.00
          321       153.08         0.00        52.53         0.00        50.00         0.00        50.00         0.00        50.00
